City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
135,port alfred,-33.5906,26.891,58.17,91,35,2.57,ZA,1715531860
136,igrim,63.1906,64.4162,31.24,97,100,13.62,RU,1715531860
137,broken hill,-31.95,141.4333,55.49,79,30,7.25,AU,1715531860
138,ambovombe,-25.1667,46.0833,71.13,88,0,3.94,MG,1715531860
139,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,94,20,2.3,ID,1715531861
140,kapoeta,4.7717,33.5903,88.52,35,83,14.63,SS,1715531861
141,baishishan,43.5833,127.5667,39.99,75,8,4.25,CN,1715531861
142,keningau,5.3378,116.1602,73.0,99,37,1.21,MY,1715531861
143,zhigalovo,54.8097,105.1578,40.33,87,16,4.0,RU,1715531862
144,yeppoon,-23.1333,150.7333,67.24,89,2,5.28,AU,1715531862
145,invercargill,-46.4,168.35,48.02,92,99,1.99,NZ,1715531862
146,palmer,42.1584,-72.3287,57.47,57,100,4.61,US,1715531862
147,tolanaro,-25.0319,46.9987,75.27,83,0,20.71,MG,1715531862
148,howrah,22.5892,88.3103,84.2,79,40,5.75,IN,1715531863
149,marine corps base hawaii - mcbh,21.4453,-157.7513,73.36,89,100,3.44,US,1715531863
150,crane,31.3974,-102.3501,77.92,51,80,8.37,US,1715531863
151,petropavlovsk-kamchatsky,53.0452,158.6483,38.44,66,75,5.99,RU,1715531796
152,iskateley,67.6803,53.1512,25.02,94,99,11.99,RU,1715531863
153,dolinsk,47.35,142.8,49.71,95,100,6.64,RU,1715531863
154,olonkinbyen,70.9221,-8.7187,32.32,100,100,7.14,SJ,1715531863
155,porto novo,6.4965,2.6036,89.42,84,100,8.68,BJ,1715531864
156,sfax,34.7406,10.7603,80.74,44,20,16.11,TN,1715531864
157,saquarema,-22.92,-42.5103,96.94,56,10,7.54,BR,1715531864
158,natal,-5.795,-35.2094,88.02,70,40,14.97,BR,1715531864
159,northam,51.0333,-4.2167,60.62,83,25,9.98,GB,1715531864
160,key west,24.5557,-81.7826,86.0,70,20,10.36,US,1715531865
161,burabay,53.0838,70.3138,56.75,45,52,12.12,KZ,1715531865
162,sittwe,20.15,92.9,83.62,72,0,6.67,MM,1715531865
163,suez,29.9737,32.5263,72.52,56,62,17.54,EG,1715531865
164,puerto aysen,-45.4,-72.7,41.45,82,97,2.33,CL,1715531865
165,saint-philippe,-21.3585,55.7679,76.59,81,84,14.03,RE,1715531865
166,hamilton,39.1834,-84.5333,73.74,41,0,5.99,US,1715531866
167,mangai,-4.05,19.5333,81.01,68,98,3.29,CD,1715531866
168,usinsk,65.9939,57.5281,30.07,87,100,10.0,RU,1715531866
169,concordia,-31.393,-58.0209,58.78,96,100,4.0,AR,1715531866
170,mandal,25.45,74.5667,90.72,26,74,8.05,IN,1715531866
171,ancud,-41.8697,-73.8203,47.43,63,24,2.71,CL,1715531867
172,hun,29.1268,15.9477,83.46,18,57,6.73,LY,1715531867
173,senillosa,-39.0,-68.4167,46.18,76,99,6.35,AR,1715531867
174,nar'yan-mar,67.6713,53.087,25.11,94,99,11.99,RU,1715531867
175,kaeng khro,16.1086,102.2581,89.17,54,54,4.97,TH,1715531867
176,galle,6.0367,80.217,82.09,81,100,3.78,LK,1715531867
177,kerikeri,-35.2268,173.9474,46.9,91,1,4.23,NZ,1715531868
178,pariaman,-0.619,100.12,77.05,85,96,5.97,ID,1715531868
179,weno,7.4515,151.8468,84.15,89,100,9.22,FM,1715531868
180,masterton,-40.9597,175.6575,47.1,94,26,0.76,NZ,1715531868
181,baruun-urt,46.6806,113.2792,62.76,20,93,17.09,MN,1715531868
182,ponta delgada,37.7333,-25.6667,66.92,82,20,18.41,PT,1715531869
183,olyokminsk,60.3736,120.4264,41.16,97,100,6.4,RU,1715531869
184,jandaia do sul,-23.6031,-51.6433,83.05,25,24,9.82,BR,1715531869
185,inarajan village,13.2736,144.7484,81.57,88,100,11.52,GU,1715531869
186,dwarka,22.2394,68.9678,83.28,76,18,11.48,IN,1715531870
187,toulepleu guere,6.574,-8.4259,83.66,76,99,5.23,CI,1715531870
188,taltal,-25.4,-70.4833,66.04,64,24,6.64,CL,1715531870
189,port lincoln,-34.7333,135.8667,55.85,70,37,5.44,AU,1715531870
190,spring creek,40.7266,-115.5859,63.72,41,3,4.72,US,1715531871
191,rabo de peixe,37.8,-25.5833,65.71,82,20,18.41,PT,1715531871
192,queenstown,-31.8976,26.8753,51.4,62,0,6.93,ZA,1715531872
193,linxia chengguanzhen,35.6003,103.2064,55.71,37,35,3.62,CN,1715531872
194,hithadhoo,-0.6,73.0833,84.87,75,68,9.28,MV,1715531873
195,polyarnyy,69.1989,33.4478,33.98,98,100,3.04,RU,1715531873
196,chonchi,-42.6128,-73.8092,49.12,71,73,3.69,CL,1715531873
197,utrik,11.2278,169.8474,80.83,76,99,18.21,MH,1715531873
198,kailua-kona,19.6406,-155.9956,73.36,91,100,8.05,US,1715531873
199,berezovyy,51.6667,135.7,32.86,98,99,3.49,RU,1715531873
200,remire-montjoly,4.9167,-52.2667,87.84,66,75,12.66,GF,1715531874
201,sisimiut,66.9395,-53.6735,38.77,72,99,30.96,GL,1715531874
202,cockburn town,21.4612,-71.1419,82.36,69,40,4.61,TC,1715531874
203,fortuna,40.5982,-124.1573,50.34,100,100,0.0,US,1715531874
204,tari,12.4086,4.4914,102.04,27,76,5.79,NG,1715531875
205,ranau,5.9538,116.6641,71.44,98,52,0.38,MY,1715531875
206,jianshui,23.6363,102.8264,66.99,74,97,2.44,CN,1715531875
207,island harbour,50.724,-1.2758,71.67,90,100,6.69,GB,1715531875
208,san antonio de pale,-1.4014,5.6325,80.89,84,53,6.91,GQ,1715531875
209,borba,-4.3878,-59.5939,85.71,79,100,3.74,BR,1715531875
210,stanley,54.868,-1.6985,69.39,76,0,5.75,GB,1715531876
211,mount pearl,47.5166,-52.7813,47.95,97,100,23.02,CA,1715531709
212,palikir - national government center,6.9248,158.1611,75.94,100,100,0.0,FM,1715531876
213,nabire,-3.3667,135.4833,76.98,94,100,1.9,ID,1715531876
214,along,28.1667,94.7667,65.79,78,99,1.45,IN,1715531877
215,cabedelo,-6.9811,-34.8339,88.47,69,25,10.89,BR,1715531877
216,walvis bay,-22.9575,14.5053,60.1,74,14,16.4,NA,1715531877
217,guerrero negro,27.9769,-114.0611,65.46,65,86,12.95,MX,1715531877
218,ixtapa,20.7,-105.2,78.03,73,20,4.61,MX,1715531877
219,la ronge,55.1001,-105.2842,39.45,60,100,6.91,CA,1715531878
220,pechora,65.1472,57.2244,28.85,94,99,7.0,RU,1715531878
221,chibougamau,49.9168,-74.3659,58.62,38,100,6.91,CA,1715531878
222,huanren,41.2647,125.3667,45.52,66,4,2.21,CN,1715531878
223,vijayawada,16.5167,80.6167,85.95,79,20,4.61,IN,1715531878
224,happy valley-goose bay,53.3168,-60.3315,66.51,34,75,11.5,CA,1715531879
225,talovskiy,51.1144,40.73,41.88,69,99,6.91,RU,1715531879
226,kingston,17.997,-76.7936,91.17,74,20,8.05,JM,1715531879
227,antalaha,-14.9003,50.2788,74.79,82,17,8.81,MG,1715531879
228,chu,43.5983,73.7614,55.02,90,100,4.52,KZ,1715531879
229,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,14.97,EC,1715531879
230,saint-francois,46.4154,3.9054,62.65,89,88,5.75,FR,1715531880
231,vondrozo,-22.8167,47.2833,63.32,97,32,1.01,MG,1715531880
232,kapuskasing,49.4169,-82.4331,59.0,41,100,19.57,CA,1715531880
233,songling,31.1933,120.7176,60.19,57,64,0.67,CN,1715531880
234,horsham,51.064,-0.3272,77.85,38,0,8.05,GB,1715531880
235,dubbo,-32.25,148.6167,51.93,93,0,10.36,AU,1715531881
236,malanje,-9.5402,16.341,71.85,46,41,2.1,AO,1715531881
237,fort mcmurray,56.7268,-111.381,49.59,53,0,10.36,CA,1715531881
238,alliance,40.9153,-81.1059,61.63,73,55,11.97,US,1715531581
239,talcahuano,-36.7167,-73.1167,51.48,71,0,4.61,CL,1715531881
240,luohe,33.5717,114.0353,64.33,48,2,7.81,CN,1715531881
241,iwanai,42.9744,140.5089,54.64,99,100,6.55,JP,1715531882
242,sansanne-mango,10.3592,0.4708,92.23,48,63,9.24,TG,1715531882
243,arrecife,28.963,-13.5477,73.38,56,75,24.16,ES,1715531882
244,zouerate,22.7187,-12.4521,96.17,9,0,11.74,MR,1715531882
245,aasiaat,68.7098,-52.8699,35.85,81,100,12.06,GL,1715531882
246,bahir dar,11.5936,37.3908,76.87,52,94,7.23,ET,1715531882
247,arraial do cabo,-22.9661,-42.0278,96.76,40,20,4.61,BR,1715531883
248,bafra,41.5678,35.9069,53.53,91,57,6.46,TR,1715531883
249,pundong,-7.9522,110.3486,75.99,94,100,2.73,ID,1715531883
250,alesund,62.4723,6.1549,70.72,72,0,4.61,NO,1715531883
251,ust-nera,64.5667,143.2,22.84,78,67,2.68,RU,1715531883
252,dunedin,-45.8742,170.5036,48.79,99,100,3.0,NZ,1715531883
253,buenos aires,-34.6132,-58.3772,55.13,87,100,14.0,AR,1715531758
254,argo,37.6333,22.7333,67.86,49,67,2.89,GR,1715531884
255,bodo,67.28,14.405,47.95,98,100,11.5,NO,1715531884
256,santa cruz,-17.8,-63.1667,62.65,94,75,10.36,BO,1715531884
257,buka,40.8108,69.1986,67.12,50,0,7.25,UZ,1715531884
258,brokopondo,4.75,-55.1667,84.0,68,90,0.56,SR,1715531884
259,lebu,-37.6167,-73.65,52.2,70,0,7.74,CL,1715531885
260,oranjemund,-28.55,16.4333,57.72,82,0,9.6,NA,1715531885
261,westport,41.1415,-73.3579,54.52,65,100,6.91,US,1715531877
262,kristiansund,63.1115,7.732,64.45,59,0,3.44,NO,1715531885
263,taoudenni,22.6783,-3.9836,108.0,5,3,2.3,ML,1715531885
264,pasighat,28.0667,95.3333,74.89,62,100,5.06,IN,1715531885
265,clovis,36.8252,-119.7029,85.48,38,0,4.61,US,1715531885
266,uttar char fasson,22.2332,90.7132,83.75,74,21,9.35,BD,1715531886
267,guozhen,34.3659,107.359,62.87,28,0,4.9,CN,1715531886
268,aitape,-3.1374,142.3475,79.12,91,100,5.21,PG,1715531886
269,inhambane,-23.865,35.3833,75.13,78,35,5.32,MZ,1715531886
270,haiku-pauwela,20.9219,-156.3051,74.05,95,20,0.0,US,1715531886
271,goure,13.9835,10.2704,105.58,10,87,7.9,NE,1715531886
272,qaqortoq,60.7167,-46.0333,36.36,78,7,5.41,GL,1715531887
273,chateaulin,48.2,-4.0833,63.16,78,23,11.12,FR,1715531887
274,puerto deseado,-47.7503,-65.8938,43.09,78,100,13.62,AR,1715531887
275,challapata,-18.9,-66.7667,59.92,26,1,8.84,BO,1715531887
276,la'ie,21.6477,-157.9253,73.36,75,34,5.19,US,1715531887
277,demopolis,32.5176,-87.8364,71.55,73,40,3.44,US,1715531701
278,woodward,36.4337,-99.3904,66.96,75,100,16.11,US,1715531888
279,badger,64.8,-147.5333,45.09,62,100,3.44,US,1715531888
280,magadan,59.5667,150.8,32.52,93,100,5.03,RU,1715531888
281,mont-dore,-22.2833,166.5833,66.18,83,0,7.34,NC,1715531888
282,warrenton,-28.114,24.8475,66.52,14,2,8.1,ZA,1715531688
283,labrador city,52.9463,-66.9114,57.11,26,75,3.44,CA,1715531888
284,kashary,49.04,41.0056,48.7,54,43,9.57,RU,1715531889
285,tvoroyri,61.5556,-6.8111,48.97,97,100,9.22,FO,1715531889
286,blackwater,-23.5833,148.8833,69.55,64,98,4.43,AU,1715531889
287,yangcun,39.3639,117.0603,71.58,23,0,10.02,CN,1715531889
288,holualoa,19.6228,-155.9522,69.64,92,100,8.05,US,1715531889
289,idri,27.5,13.2667,86.45,15,0,7.74,LY,1715531889
290,benghazi,32.1167,20.0667,68.27,72,0,10.31,LY,1715531890
291,port sudan,19.6175,37.2164,88.34,67,0,3.06,SD,1715531890
292,murghob,38.1702,73.9667,31.48,81,100,6.35,TJ,1715531890
293,mushie,-3.0167,16.9,81.82,72,76,3.49,CD,1715531890
294,yeniseysk,58.4497,92.1703,47.95,57,76,4.0,RU,1715531890
295,cromer,52.9312,1.2989,71.83,86,100,11.5,GB,1715531890
296,mahina,-17.5065,-149.489,76.77,78,75,4.61,PF,1715531890
297,kholmsk,47.0511,142.0569,44.53,99,100,7.47,RU,1715531891
298,cururupu,-1.8283,-44.8683,86.2,70,96,3.98,BR,1715531891
299,sao miguel do tapuio,-5.5036,-41.3233,90.84,46,23,6.35,BR,1715531891
300,aleksandrovsk-sakhalinskiy,50.8975,142.1561,39.56,98,100,6.6,RU,1715531891
301,fallon,39.4735,-118.7774,72.91,32,0,0.0,US,1715531891
302,kuching,1.55,110.3333,80.1,97,20,3.44,MY,1715531892
303,n'zeto,-7.2312,12.8666,80.44,85,25,7.54,AO,1715531892
304,santana,-0.0583,-51.1817,87.98,66,40,3.44,BR,1715531892
305,tazovsky,67.4667,78.7,31.14,89,100,8.08,RU,1715531893
306,taunggyi,20.7833,97.0333,73.22,49,46,1.45,MM,1715531893
307,el nido,11.1858,119.3956,84.06,76,68,3.74,PH,1715531893
308,ajuchitlan del progreso,18.1519,-100.4835,99.84,14,63,3.98,MX,1715531893
309,norwalk,33.9022,-118.0817,66.04,82,100,3.0,US,1715531893
310,zaragoza,41.6561,-0.8773,85.01,25,0,4.0,ES,1715531893
311,jales,-20.2689,-50.5458,91.31,22,1,7.54,BR,1715531894
312,freetown,8.484,-13.2299,85.71,70,75,4.61,SL,1715531894
313,gadzhiyevo,69.2551,33.3362,34.02,99,100,3.29,RU,1715531894
314,alamos,27.0167,-108.9333,87.89,13,86,5.41,MX,1715531894
315,hammerfest,70.6634,23.6821,41.45,75,75,5.75,NO,1715531894
316,mana,5.6592,-53.7767,84.74,68,70,10.36,GF,1715531894
317,carutapera,-1.195,-46.02,78.93,89,79,4.05,BR,1715531895
318,ojinaga,29.5667,-104.4167,83.57,47,0,3.44,MX,1715531895
319,alvaraes,-3.2208,-64.8042,80.47,75,99,1.7,BR,1715531895
320,gandajika,-6.75,23.95,79.54,57,98,7.07,CD,1715531895
321,kavaratti,10.5669,72.642,86.25,69,13,9.24,IN,1715531895
322,san luis,-33.295,-66.3356,42.17,90,100,14.92,AR,1715531895
323,luderitz,-26.6481,15.1594,58.68,79,0,14.47,NA,1715531896
324,sinabang,2.4803,96.3801,80.58,84,100,2.06,ID,1715531896
325,gonen,40.1049,27.654,66.16,73,15,3.69,TR,1715531896
326,basni,27.1667,73.65,94.08,19,0,4.05,IN,1715531896
327,korla,41.7597,86.1469,78.78,15,96,14.47,CN,1715531896
328,tambacounda,13.7539,-13.7586,108.57,12,3,2.3,SN,1715531896
329,praya,14.9215,-23.5087,84.74,48,0,14.97,CV,1715531897
330,alice springs,-23.7,133.8833,45.95,76,82,0.0,AU,1715531693
331,gemena,3.25,19.7667,75.58,89,100,3.56,CD,1715531897
332,arno,60.1167,18.6333,42.78,59,59,3.29,SE,1715531897
333,laguna,38.421,-121.4238,79.93,67,0,6.91,US,1715531897
334,reserva,-24.6503,-50.8506,80.74,36,24,7.45,BR,1715531897
335,raduzhny,62.0961,77.475,44.56,76,100,14.45,RU,1715531897
336,cabo san lucas,22.8909,-109.9124,90.7,52,40,6.91,MX,1715531898
337,banikoara,11.2985,2.4386,100.33,29,95,7.49,BJ,1715531898
338,sant lluis,39.8526,4.2594,72.0,49,0,9.22,ES,1715531898
339,mineros,-17.1167,-63.2333,91.04,44,72,11.39,BO,1715531898
340,kismayo,-0.3582,42.5454,80.82,85,97,14.58,SO,1715531898
341,dhuusamarreeb,5.535,46.3861,91.85,42,42,8.7,SO,1715531898
